Temperature,Humidity,Solar_Radiation,Temperature_Pred,Humidity_Pred,Solar_Radiation_Pred
26.7,81.1,0.0,26.915401,80.79151,0.41324252
26.7,84.2,0.0,26.630154,84.15578,0.51007354
29.8,77.2,70.0,30.186253,74.652534,120.846466
34.5,61.0,768.0,34.347336,58.269196,766.02905
27.8,81.0,438.0,27.59607,81.68085,456.25995
28.1,81.9,0.0,28.218824,79.809074,0.51007354
26.2,83.5,0.0,26.30541,83.28834,0.41090083
26.6,79.5,0.0,26.63945,78.72037,2.4770012
31.7,68.0,811.0,31.521893,68.46013,802.89966
31.6,60.5,376.0,31.339785,62.069794,356.67892
32.9,59.0,742.0,32.62514,56.524296,731.9238
26.7,83.0,0.0,26.656443,82.76622,0.47146934
30.2,72.9,707.0,29.813034,72.87496,676.6012
26.5,82.4,0.0,26.34144,82.81946,0.11884443
28.7,75.8,0.0,28.744661,77.07659,0.51007354
27.6,78.7,0.0,27.569115,79.654816,0.51007354
28.2,82.5,91.0,28.22392,80.69834,114.26309
24.1,90.0,0.0,24.170609,89.72733,0.40787318
26.5,87.5,91.0,26.426817,87.5302,97.90543
29.3,73.1,332.0,29.197023,73.30329,343.5457
32.0,68.6,209.0,31.478138,70.80911,149.06099
30.9,69.9,775.0,31.065626,70.37037,798.7088
30.7,69.9,814.0,30.467415,69.01744,799.9539
29.5,72.9,0.0,29.468456,72.62807,1.7018157
27.6,72.5,0.0,27.225002,76.24393,0.51007354
28.8,79.9,0.0,28.795218,79.40777,0.0
27.2,80.8,0.0,26.997658,80.927086,0.41324252
28.8,75.1,0.0,28.75887,76.041145,0.045050606
30.5,66.6,643.0,30.978354,67.000046,601.049
27.3,80.9,0.0,26.841578,81.76491,0.41324252
24.1,90.4,0.0,24.165646,89.89601,0.40787318
26.9,76.8,0.0,26.68764,78.26655,2.4770012
26.9,81.1,0.0,27.23959,80.88473,0.47146934
31.4,65.7,774.0,31.442802,64.33964,780.6339
31.3,65.9,768.0,31.437805,66.39841,719.4771
29.8,73.2,512.0,29.791658,73.057884,539.8793
32.0,68.2,629.0,31.994497,66.62136,646.6293
31.5,65.4,691.0,31.489325,65.99964,641.34314
27.7,80.7,0.0,27.723051,80.96869,0.48411292
32.2,66.1,320.0,32.238857,65.61711,520.73773
26.7,77.0,0.0,26.676643,78.213745,2.4770012
29.6,73.7,468.0,29.528196,73.18512,386.99875
23.9,91.5,15.0,24.03721,91.35148,17.781137
25.9,88.7,45.0,25.765373,88.924774,43.743996
30.5,72.2,202.0,30.119677,73.27027,129.59836
31.9,66.0,675.0,31.568703,65.87941,694.9743
26.8,82.4,33.0,26.942434,81.63259,80.46191
23.2,89.2,33.0,23.249643,89.30461,35.572956
25.8,86.8,0.0,26.060019,86.53224,0.21801725
24.8,92.5,362.0,25.393036,90.631615,369.58313
28.3,78.5,0.0,28.396622,77.49618,0.51007354
26.8,79.3,0.0,27.005142,79.82497,0.7461695
29.9,73.1,406.0,29.47628,73.32038,400.4769
26.9,81.2,0.0,27.23959,80.88473,0.47146934
29.2,72.3,0.0,28.842262,75.351364,0.0
26.6,79.5,0.0,26.63945,78.72037,2.4770012
32.7,61.2,756.0,32.7567,61.03613,758.9269
25.2,88.5,0.0,25.140196,88.649254,0.172576
26.8,76.9,0.0,26.823572,77.40962,0.51007354
25.4,84.3,1.0,25.421192,84.6604,0.40787318
26.4,80.4,408.0,26.44841,79.84985,426.30234
28.4,72.6,325.0,28.059341,72.4494,273.47504
26.8,81.9,5.0,26.806246,81.6621,20.801125
31.0,62.6,297.0,31.159163,63.449142,361.3743
33.0,58.2,777.0,32.71151,60.22137,782.7909
27.4,80.7,0.0,26.95327,80.927086,0.41324252
29.5,74.9,73.0,29.419947,74.37248,44.775192
26.9,79.5,446.0,26.590557,79.34579,434.97464
29.3,73.3,21.0,29.245144,74.52543,26.751883
29.7,73.1,462.0,29.550152,73.18512,386.99875
28.3,81.2,0.0,28.490448,80.55684,0.51007354
27.5,80.2,140.0,27.913836,79.45022,147.8176
29.2,72.2,0.0,28.758657,75.50773,0.0
32.7,62.3,793.0,33.054203,60.78042,796.6282
27.7,80.0,0.0,27.748055,79.31012,0.41090083
28.2,78.8,43.0,27.901678,78.570076,53.98841
29.5,72.5,0.0,29.16723,73.97977,0.51007354
28.8,73.7,0.0,28.738022,75.493355,0.51007354
28.2,76.5,0.0,28.027239,78.01415,0.51007354
30.5,69.2,98.0,30.596563,68.991455,103.25785
27.2,79.8,0.0,26.859894,81.36567,0.41090083
27.0,82.7,0.0,26.906456,82.776634,0.41090083
26.8,79.0,0.0,26.426256,79.17836,2.4770012
25.8,83.4,137.0,25.852999,83.64915,145.5324
31.8,64.7,380.0,32.026752,63.09712,325.88223
27.6,78.5,0.0,27.529291,78.219635,0.46742803
27.8,80.4,0.0,27.423004,81.06306,0.48411292
30.5,71.5,468.0,30.341711,71.88092,378.07928
28.9,79.6,0.0,29.107044,79.31456,5.9339643
31.1,69.5,809.0,30.97777,70.85764,812.9887
31.7,71.1,772.0,31.903078,69.94625,740.8175
24.4,91.0,0.0,24.132353,91.079155,0.0
28.2,78.7,0.0,28.214382,78.92629,0.51007354
28.6,75.9,0.0,28.451021,76.99057,0.51007354
25.5,87.1,0.0,25.378029,87.041046,0.48411292
27.5,77.4,0.0,27.444,76.46821,0.51007354
26.3,79.3,98.0,26.51797,78.67954,65.43179
28.8,80.1,0.0,28.745491,79.44381,0.0
27.2,78.6,184.0,27.450895,78.43769,174.04065
25.4,84.9,0.0,25.421192,84.6604,0.40787318
30.9,71.1,615.0,30.86,71.7006,543.00006
27.8,79.5,160.0,27.894287,79.51721,151.82529
32.4,69.8,617.0,31.256763,69.68207,692.3929
27.0,82.4,0.0,27.077608,82.406334,0.48411292
31.5,72.1,453.0,31.603212,70.06114,427.9834
26.1,79.3,43.0,26.190088,79.04714,29.921673
24.2,90.5,8.0,24.209457,90.46689,18.331
27.2,80.0,0.0,27.206861,80.379196,0.41090083
27.7,75.7,0.0,27.985924,75.05756,0.51007354
26.3,83.2,0.0,26.588833,82.126114,0.41090083
29.6,75.4,103.0,29.631794,74.3212,103.50558
27.5,77.9,0.0,27.444,76.46214,0.51007354
32.4,68.4,781.0,31.761309,69.37844,786.71814
29.7,75.0,388.0,29.375889,75.93745,341.47623
31.1,71.6,128.0,30.865501,71.88631,128.52959
32.6,60.8,274.0,31.807676,63.883896,404.68808
25.9,83.7,0.0,25.789253,84.9756,0.41090083
32.2,68.4,216.0,31.350527,70.86388,139.54686
28.0,77.5,563.0,28.301832,77.17196,565.53613
28.3,78.6,0.0,28.396622,77.49618,0.51007354
28.8,75.4,0.0,28.75887,76.041145,0.35721147
31.5,66.6,526.0,31.890009,64.38422,559.107
27.7,78.8,0.0,27.532179,79.86018,0.51007354
27.6,79.3,0.0,27.534023,79.75519,0.51007354
29.8,71.9,369.0,29.520132,73.12739,370.0278
30.6,71.2,471.0,30.48932,72.321266,432.66864
24.2,90.4,0.0,24.257338,90.37009,0.0
32.6,65.1,687.0,32.60138,65.4386,688.9342
24.8,87.3,0.0,24.939503,87.554695,0.40787318
31.1,65.4,561.0,31.51265,64.03956,586.71814
26.0,86.7,0.0,26.068947,86.766914,0.0
25.4,84.4,5.0,25.384005,84.699554,8.500664
29.6,72.9,533.0,29.78691,73.13855,557.59973
25.1,88.8,0.0,25.09285,88.84896,0.0
28.2,77.0,0.0,28.020422,77.98629,0.51007354
32.7,61.4,705.0,32.742844,60.776062,698.93805
28.6,76.7,0.0,28.597591,76.64914,0.51007354
25.2,88.8,0.0,25.09924,88.84896,0.0
26.3,82.5,0.0,26.240849,82.36589,0.41090083
25.1,86.5,0.0,25.261831,86.32856,0.85745895
32.3,67.6,684.0,31.13346,69.819534,680.0762
25.2,89.0,0.0,25.052938,88.84896,0.0
29.0,75.2,0.0,28.536472,76.36355,0.51007354
23.9,88.0,167.0,24.020771,88.07132,140.75041
30.5,71.5,350.0,30.665686,70.972115,315.4667
27.2,83.6,496.0,27.195597,83.86326,472.75784
26.4,82.1,0.0,26.31224,81.8884,0.41090083
34.2,49.4,726.0,34.023285,48.270695,751.4069
29.4,78.9,33.0,29.403053,77.80676,47.510983
26.5,82.3,0.0,26.34144,82.89917,0.11884443
28.9,70.1,413.0,29.095747,67.93093,416.05957
31.2,62.4,316.0,31.19305,62.624767,307.38168
26.1,83.5,0.0,26.144062,83.28834,0.41090083
28.2,77.8,0.0,28.06543,77.982285,0.41090083
29.2,76.5,397.0,29.358898,75.52542,312.08917
27.5,79.5,0.0,27.198498,79.27691,0.7461695
31.8,65.6,464.0,31.732315,65.82014,423.71045
26.5,84.1,0.0,26.444248,84.16175,0.0
26.7,85.3,341.0,26.607626,86.44178,357.80435
31.7,69.8,439.0,31.99593,68.36773,410.97073
27.4,74.4,0.0,27.225002,76.24393,0.51007354
26.8,81.2,0.0,26.81989,82.00765,0.41324252
26.4,82.2,0.0,26.438587,81.37135,0.20018324
23.9,91.6,17.0,24.03721,91.35148,17.781137
25.4,84.9,0.0,25.421192,84.6604,0.40787318
26.4,88.1,468.0,26.89699,85.46474,472.75784
26.5,85.4,0.0,26.666233,84.07647,1.187686
29.7,72.8,680.0,29.459959,72.99455,538.90894
32.6,61.5,818.0,32.689823,60.698692,800.19104
31.3,61.8,490.0,31.582222,62.17951,492.6008
27.4,76.0,0.0,27.582453,76.90225,0.51007354
25.7,86.2,0.0,25.849335,86.261856,0.48411292
29.3,78.9,28.0,29.403053,77.80676,36.91158
26.7,82.8,0.0,26.469873,83.46523,0.48411292
25.7,84.6,0.0,25.592295,85.29092,0.41090083
24.3,92.3,112.0,24.40901,91.58356,170.9645
28.9,74.5,52.0,29.209593,74.1207,91.8598
30.2,72.1,719.0,30.728653,71.05525,769.79767
26.9,83.0,0.0,27.288794,82.00211,0.41090083
24.4,88.7,0.0,24.436012,88.64708,0.40787318
27.3,79.9,0.0,27.147264,80.32317,0.7461695
30.5,70.8,795.0,30.384035,69.85164,794.4482
26.1,79.4,56.0,26.190088,79.04714,35.048668
31.1,70.4,642.0,31.190979,69.64977,674.9649
33.0,59.2,777.0,32.890354,60.249035,782.2366
26.2,83.2,0.0,26.337265,82.94672,0.41090083
25.9,86.9,0.0,25.984262,86.99713,0.0
28.9,77.9,0.0,28.674927,78.69108,0.0
32.9,65.4,855.0,32.80305,65.28804,778.287
30.4,72.0,737.0,30.014296,71.73743,727.7648
30.9,73.3,297.0,31.368565,71.784096,321.6557
28.1,78.5,0.0,27.95512,78.56291,0.41090083
26.7,83.0,0.0,26.703066,82.689606,0.47146934
28.7,74.7,0.0,28.64003,75.66477,0.0
29.0,74.4,52.0,29.209593,74.07862,92.293434
32.1,60.9,768.0,31.84362,62.282845,768.12366
28.2,77.5,0.0,28.06543,77.89511,0.41090083
30.3,71.9,804.0,30.258615,70.5939,813.89514
32.5,65.3,765.0,32.562218,65.65305,755.9427
34.4,60.6,761.0,33.79411,59.891396,766.78827
29.3,74.1,642.0,29.132996,74.681816,537.839
27.7,80.7,0.0,27.92444,79.30704,0.51007354
27.1,82.9,0.0,27.254385,81.946396,0.41090083
26.3,82.4,0.0,26.297562,82.93705,0.11884443
27.8,79.3,0.0,27.882803,78.88886,0.41090083
29.2,73.9,153.0,29.038136,73.398254,129.96826
28.3,78.1,526.0,28.03964,80.65116,513.13666
26.7,84.4,33.0,26.627018,84.67265,21.921047
30.9,69.6,774.0,31.106411,68.24321,754.2448
27.6,81.4,3.0,27.747904,81.08681,17.19594
27.1,83.0,0.0,27.288794,81.83993,0.41090083
32.7,61.8,503.0,32.0418,62.750168,415.06018
29.9,73.4,592.0,29.791658,73.13855,557.78284
30.4,71.5,735.0,30.180597,72.17936,779.9476
32.8,59.3,779.0,32.773014,60.22137,780.7797
34.3,60.9,760.0,33.615677,59.93498,763.82965
30.9,71.8,702.0,30.832504,71.65748,673.6324
31.9,68.7,790.0,31.935593,69.76182,782.6884
27.5,74.0,0.0,27.378479,75.5554,0.51007354
33.5,53.6,790.0,33.73183,51.334206,788.90344
27.4,81.3,0.0,27.492523,80.26223,0.51007354
26.2,84.7,0.0,26.349272,83.948654,0.48411292
26.7,76.3,0.0,26.572973,76.114136,2.4770012
24.2,90.0,0.0,24.170609,89.72733,0.40787318
25.2,86.8,0.0,25.261831,86.115555,0.85745895
28.3,72.6,313.0,27.865786,74.48276,212.90509
26.5,87.4,161.0,26.809755,87.11109,178.93976
32.5,61.3,700.0,32.75317,61.568752,706.50806
27.6,77.1,0.0,27.855753,76.63465,0.51007354
27.6,81.7,0.0,27.516394,81.00929,0.41090083
28.6,78.1,453.0,29.101374,77.02408,419.16916
32.1,66.7,786.0,31.026901,69.05202,778.2306
32.2,66.5,663.0,32.417347,65.96071,648.6652
28.6,78.5,0.0,28.769636,77.6224,0.51007354
26.4,74.2,1.0,26.48251,75.901276,2.8302696
28.0,79.6,0.0,27.795433,79.36587,0.0
27.8,75.7,388.0,27.832218,77.87264,373.4693
24.5,92.4,197.0,24.84801,91.09087,267.85416
29.4,78.7,51.0,29.679811,77.5806,55.66536
24.4,89.7,0.0,24.412947,89.80142,0.0
29.2,72.4,321.0,29.138456,74.133545,299.75775
28.1,81.9,0.0,28.218824,79.809074,0.51007354
28.0,78.6,0.0,27.95512,78.56291,0.41090083
27.1,80.4,0.0,26.921328,80.927086,0.41324252
28.5,76.4,8.0,28.429148,76.74498,14.344256
31.3,66.2,619.0,31.326853,65.82233,632.00684
26.2,83.4,0.0,26.282337,83.28834,0.41090083
26.1,87.4,327.0,26.120884,86.669464,327.22824
29.0,75.2,0.0,28.528948,76.307655,0.51007354
25.9,83.9,0.0,25.741817,83.738686,0.0
28.4,77.8,0.0,28.451021,76.99057,0.51007354
26.7,80.7,0.0,26.702045,79.28002,2.4770012
30.9,70.1,237.0,30.665115,69.85042,176.85368
28.5,76.7,3.0,28.429148,76.74498,13.585258
30.5,68.9,754.0,30.310747,69.89711,793.7045
26.7,80.6,0.0,26.655123,81.113075,0.41090083
25.4,84.9,0.0,25.421192,84.96248,0.40787318
30.7,71.3,510.0,30.535828,71.37338,454.43097
27.7,73.6,270.0,27.391827,76.14655,172.43144
25.8,85.4,0.0,25.924562,85.087364,0.48411292
28.8,79.9,0.0,28.712988,79.44381,0.0
25.9,85.1,0.0,25.968351,84.90026,0.48411292
27.2,79.2,0.0,27.06144,80.07994,0.41090083
32.1,66.8,779.0,31.49857,68.33308,739.4577
31.4,68.9,652.0,31.492538,68.65512,619.782
28.9,79.6,0.0,28.737963,79.86425,0.51007354
26.9,79.1,0.0,26.779388,79.42712,0.2543687
25.4,87.6,0.0,25.276785,87.3542,0.48411292
30.0,69.2,765.0,30.493189,69.62473,774.3703
31.3,69.3,663.0,31.46032,69.64401,664.36597
29.1,77.9,374.0,28.80205,79.50835,249.32594
30.9,70.3,761.0,31.359121,67.77029,763.28015
31.7,59.3,672.0,31.816425,61.51129,648.45984
27.1,78.1,0.0,26.975735,79.56447,0.7461695
27.1,83.4,116.0,27.354313,82.62612,160.65137
25.8,85.5,0.0,25.928825,85.02728,0.48411292
27.4,79.0,0.0,27.467754,78.90677,0.41090083
24.0,90.2,0.0,24.165646,89.89601,0.40787318
26.6,80.1,0.0,26.35699,78.88841,2.4770012
26.9,83.5,0.0,26.906456,82.13256,0.41090083
23.0,89.1,0.0,23.118456,89.23379,0.0
32.2,68.5,402.0,32.20356,68.06949,344.29953
28.6,78.4,0.0,28.769636,77.6224,0.51007354
27.2,80.0,0.0,27.461796,79.29068,0.41090083
26.7,77.1,0.0,26.942678,76.29788,0.51007354
26.4,82.6,0.0,26.68936,81.97407,0.41090083
29.7,74.0,38.0,29.427446,74.36534,40.81108
27.5,82.1,0.0,27.264872,81.77474,0.41090083
32.4,65.0,348.0,32.220615,64.21525,535.71
26.6,74.6,0.0,26.495256,76.0058,2.6882625
31.9,68.9,446.0,32.20427,68.543,428.88803
31.4,68.0,777.0,31.65278,67.55704,786.3075
29.5,78.9,123.0,30.10341,76.30291,107.15734
28.8,73.5,0.0,28.74634,74.89326,0.51007354
23.9,91.6,19.0,24.013172,91.35148,19.715458
28.2,77.4,0.0,28.06543,77.89511,0.41090083
30.9,69.4,779.0,30.873718,69.38942,781.1966
26.7,82.9,0.0,26.697222,83.53465,0.47146934
26.1,83.5,0.0,26.144062,83.28834,0.41090083
26.5,85.5,14.0,26.530535,85.02097,12.943707
26.5,87.4,87.0,26.426817,87.5302,97.048386
29.3,75.5,14.0,29.506964,74.13518,53.32865
27.8,79.3,0.0,27.882803,78.88886,0.41090083
28.7,79.3,0.0,28.674927,78.69108,0.0
26.9,81.3,0.0,26.874512,81.041855,0.41324252
28.6,77.5,0.0,28.671492,76.5687,0.51007354
27.4,80.3,0.0,27.2141,80.48178,0.41324252
30.4,69.9,691.0,30.440832,71.240845,646.20264
28.9,79.6,0.0,28.737963,79.86425,0.51007354
27.3,78.9,0.0,27.133844,79.79344,0.41090083
30.8,61.4,531.0,31.576986,63.15215,527.4166
30.6,71.6,262.0,30.461224,72.61906,467.08398
28.2,81.1,86.0,28.425993,80.997536,31.835545
32.7,65.0,784.0,32.769077,65.530655,768.9083
32.6,60.8,798.0,32.72731,59.79884,800.0484
29.4,72.5,702.0,29.380064,73.8564,545.8466
32.9,54.1,756.0,33.06213,55.010616,714.69073
26.8,77.0,0.0,26.823572,77.40962,0.51007354
25.1,88.9,0.0,25.01394,88.906105,0.0
25.9,87.0,0.0,26.095148,86.691025,0.0
28.5,77.6,0.0,28.451021,76.99057,0.51007354
28.8,76.9,0.0,29.21867,73.997444,0.0
26.9,81.0,0.0,27.23959,80.88473,0.47146934
24.2,90.6,0.0,24.247011,90.63178,0.0
24.9,89.1,0.0,24.8099,89.2956,0.0
27.4,80.5,0.0,27.481388,80.52232,0.51007354
29.2,74.8,70.0,29.474367,75.47573,315.93027
32.6,61.0,612.0,32.479393,60.556477,546.76117
28.6,77.7,0.0,28.746798,76.86162,0.51007354
34.0,61.5,645.0,33.753937,62.185516,629.5052
24.3,90.4,0.0,24.248306,90.37009,0.0
23.9,91.4,7.0,24.03721,91.35148,8.661528
24.8,88.6,0.0,24.5376,88.61205,0.40787318
25.9,83.8,0.0,25.693539,84.9756,0.41090083
25.0,87.3,0.0,25.227549,86.55264,0.85745895
26.4,85.5,0.0,26.443993,85.494705,1.1836447
26.7,84.3,404.0,26.75585,84.4559,396.56766
27.5,78.7,0.0,27.467754,78.90677,0.41090083
28.3,79.6,0.0,28.265535,80.17616,0.51007354
28.3,76.0,0.0,28.277403,76.06822,0.51007354
24.4,90.1,0.0,24.412947,89.80142,0.0
28.2,78.7,0.0,28.037643,78.64563,0.51007354
28.4,77.2,0.0,28.198265,78.31406,0.51007354
28.7,75.1,0.0,28.75887,76.041145,0.045050606
26.7,82.9,0.0,26.942179,82.17375,0.47146934
30.9,71.4,703.0,30.890331,72.046326,632.7574
26.9,81.5,0.0,26.874512,81.041855,0.41324252
31.3,66.5,274.0,31.114037,69.28822,684.32196
28.4,72.5,314.0,28.015354,73.844025,207.31398
28.2,77.2,0.0,28.093454,77.98371,0.51007354
31.2,68.7,828.0,31.114635,69.3084,773.7837
26.0,86.7,0.0,26.068947,86.691025,0.0
29.1,79.1,8.0,29.445757,78.13723,15.384704
27.5,77.7,0.0,27.6295,76.702446,0.51007354
29.2,74.0,540.0,28.90695,73.25322,572.17285
29.9,71.3,33.0,30.51836,68.848114,104.045006
26.3,82.5,0.0,26.297562,82.93705,0.11884443
26.7,84.3,0.0,26.60561,84.30454,0.51007354
26.4,85.2,0.0,26.242956,86.33519,0.6098949
32.7,64.6,790.0,32.71353,64.89654,775.83514
25.7,86.6,0.0,25.849335,86.33392,0.48411292
28.3,78.2,121.0,28.213404,77.42365,93.242256
29.7,69.7,482.0,29.151545,71.12757,506.01587
32.1,68.1,214.0,31.424162,70.63887,146.19504
31.9,61.7,452.0,31.647453,61.839806,494.66107
30.2,70.6,760.0,30.306095,69.72839,793.1136
28.5,78.8,135.0,28.610048,78.62914,157.85286
30.6,72.3,369.0,30.519606,71.58666,321.99487
27.6,78.2,0.0,27.576616,78.017426,0.41324252
31.2,70.7,790.0,31.954609,69.1026,785.07336
30.4,72.4,643.0,29.963884,72.383736,660.6298
30.3,75.6,96.0,30.49624,74.443436,177.88075
31.5,63.0,781.0,31.511642,63.757824,776.22754
29.5,73.5,0.0,29.337084,73.60714,0.51007354
28.1,78.1,0.0,28.15144,78.257645,0.0
29.6,73.3,487.0,29.76699,73.05699,523.2971
27.8,79.8,0.0,27.624792,80.07506,0.42335144
26.3,83.2,0.0,26.29044,83.14496,0.11884443
29.7,73.5,541.0,29.791658,73.084404,557.59973
28.1,78.7,172.0,28.08632,78.296715,176.71925
30.8,70.5,234.0,30.822939,69.374626,180.29906
29.2,79.1,17.0,29.433796,78.28474,41.599705
27.7,78.8,0.0,27.529205,79.96722,0.51007354
32.4,57.2,721.0,32.6934,56.27073,735.7869
28.4,76.7,1.0,28.429148,76.74498,13.585258
32.2,70.2,497.0,31.967165,68.68306,507.54556
31.8,70.6,784.0,31.640326,69.44608,759.77637
26.7,80.5,0.0,26.712318,79.21273,2.4770012
32.9,57.1,805.0,32.904118,59.58473,799.0393
32.1,69.6,422.0,32.191273,68.13671,406.31094
24.6,88.6,0.0,24.5376,88.61205,0.40787318
28.8,74.2,0.0,28.738022,75.44358,0.51007354
30.2,72.2,619.0,29.80023,73.05082,583.1931
32.4,61.7,376.0,31.72362,65.436485,355.68985
26.4,82.6,0.0,26.297562,82.97858,0.11884443
30.0,70.6,800.0,30.370205,70.33759,794.0542
28.7,74.9,234.0,28.230236,76.81569,175.671
29.4,73.8,610.0,28.998209,74.73464,604.87305
27.7,78.6,0.0,27.61523,80.290504,0.51007354
28.8,78.3,350.0,29.005505,77.743095,405.01807
27.0,80.6,0.0,26.933428,80.79151,0.41324252
27.4,74.1,244.0,27.498772,73.67925,211.96915
25.7,88.3,0.0,25.986753,87.36951,0.21801725
31.9,67.7,269.0,31.673977,66.29225,256.90366
27.0,82.6,0.0,27.095072,82.53758,0.41090083
28.3,79.8,355.0,28.739689,78.5687,308.85645
26.3,85.9,1.0,26.495945,85.035416,1.6754454
28.5,76.6,0.0,28.496374,76.7138,0.51007354
28.3,78.8,0.0,28.289513,78.495605,0.51007354
26.3,82.5,0.0,26.297562,82.97858,0.11884443
26.4,84.1,0.0,26.569437,83.73962,0.47146934
26.9,79.7,0.0,26.78807,80.72333,0.41090083
30.8,74.2,540.0,30.80949,71.856094,540.0795
25.1,92.4,397.0,25.596237,90.04864,381.7017
27.1,78.8,323.0,26.971996,78.79906,307.0712
27.9,80.8,202.0,27.720606,79.62651,179.14561
23.3,89.1,51.0,23.253796,89.401665,77.58845
29.6,74.0,619.0,29.757267,73.22573,583.1931
31.7,65.9,598.0,31.835186,66.57316,542.1357
31.0,70.8,709.0,30.806395,71.5345,674.2105
30.6,72.2,439.0,30.708534,70.798035,429.33365
29.9,73.7,556.0,29.808266,73.12647,550.3554
30.3,68.2,36.0,30.569948,68.62978,106.253365
28.9,77.5,197.0,28.80835,77.123695,221.53592
31.8,66.8,281.0,31.660742,66.43785,244.59746
24.1,90.5,45.0,24.172937,90.46689,39.51692
32.7,54.6,293.0,32.370518,58.844425,503.74118
35.3,51.4,774.0,34.89272,54.808132,765.80096
