Temperature,Humidity,Solar_Radiation,Temperature_Pred,Humidity_Pred,Solar_Radiation_Pred
27.5,79.2,0.0,27.570248,79.6976,0.0
27.4,80.5,0.0,26.746351,82.56099,0.046206575
32.1,63.7,204.0,32.089092,63.007416,305.03943
32.3,65.7,707.0,32.30616,66.02497,659.3622
27.7,79.7,0.0,27.525927,80.05515,0.36126712
27.7,78.5,0.0,27.526777,79.078445,0.0
28.9,77.9,0.0,28.716442,77.27328,8.746414
33.9,51.8,788.0,33.891346,52.91228,781.2229
29.0,75.6,0.0,29.065365,75.32033,0.9283985
23.0,89.2,12.0,23.231396,88.973564,43.96204
30.3,76.2,79.0,29.919998,77.02861,104.03783
28.0,82.0,42.0,28.032812,80.135796,35.723763
28.8,77.3,200.0,28.617683,77.85719,223.47673
26.5,85.5,14.0,26.613735,84.19031,46.139965
28.6,77.5,0.0,28.854332,75.63169,1.046355
30.5,65.5,40.0,30.417725,67.108475,46.722908
28.0,82.0,96.0,28.668776,79.738914,140.15462
33.1,55.3,709.0,33.391373,53.637016,627.588
27.4,81.3,0.0,27.457966,81.47098,2.6773489
26.2,80.6,0.0,26.327848,80.324745,0.0
26.5,81.5,0.0,26.549768,82.399284,14.015304
27.8,79.4,0.0,27.854132,78.17081,0.0
27.5,81.4,0.0,27.47227,80.63676,0.0
28.8,77.8,0.0,28.716442,77.40767,8.746414
28.3,77.8,0.0,28.325562,77.72622,0.20363954
25.8,83.9,40.0,25.864683,83.21935,48.75701
26.2,82.6,0.0,26.187696,83.13084,3.1947162
26.8,76.6,0.0,26.69533,78.57948,0.0
32.9,58.2,705.0,33.207603,59.14713,671.5847
32.1,70.6,522.0,32.03975,69.27716,556.551
26.0,88.6,68.0,25.720934,88.46359,45.599915
26.0,87.3,12.0,26.140778,87.49622,53.170956
28.0,79.2,0.0,28.047752,78.73425,0.01815186
32.3,68.2,779.0,32.006516,69.02571,777.0984
27.2,80.0,0.0,27.27315,80.24769,0.0
35.3,59.4,767.0,34.59992,58.45237,752.2113
27.0,80.7,0.0,27.354805,79.35405,0.0
27.7,79.8,0.0,27.525927,79.83306,0.36126712
31.6,72.3,469.0,31.583622,71.850685,426.97076
24.8,92.4,373.0,25.681314,90.6523,431.99612
26.8,76.5,161.0,26.985558,76.16632,199.81612
33.4,63.6,482.0,32.712337,63.937656,595.49316
33.0,56.3,742.0,32.870796,56.94722,742.42535
28.5,73.7,0.0,28.138826,75.335266,6.213541
32.5,69.1,782.0,31.897022,69.847725,787.95404
27.4,80.6,0.0,27.398588,80.99595,0.24467325
27.8,79.3,0.0,27.926245,78.73145,0.0
31.1,64.5,563.0,31.438902,62.92851,565.2342
28.8,75.3,0.0,28.861048,75.37415,2.4587328
28.0,74.6,0.0,28.215643,74.87142,5.142292
24.2,90.5,7.0,24.283346,90.19794,45.028267
23.5,88.3,0.0,23.48507,88.37729,10.934081
25.2,87.9,0.0,25.626892,86.734146,0.0
26.8,83.5,0.0,26.728577,83.29752,0.0
27.8,73.6,278.0,27.501917,75.46742,219.69246
27.2,75.8,263.0,27.218082,75.21522,176.65192
32.1,59.2,652.0,32.24035,61.08709,540.15576
30.4,70.7,40.0,30.719488,69.4814,77.01059
26.5,82.5,0.0,26.597729,82.09222,0.0
25.8,88.4,0.0,25.873508,88.05993,1.1219997
25.0,87.2,0.0,24.950794,87.54765,0.0
26.9,83.0,0.0,27.112038,82.03242,0.011352804
27.5,80.7,0.0,27.158808,81.372154,0.0
23.4,88.0,0.0,23.393288,88.35857,0.0
26.3,83.2,0.0,26.165257,83.39134,0.0
28.3,77.6,0.0,28.095957,78.7031,0.0
29.2,72.3,0.0,29.10357,74.28474,2.5454361
24.5,90.6,128.0,24.881289,89.74396,177.63458
28.1,77.9,0.0,28.221598,77.40793,0.0
27.5,82.3,0.0,27.374714,81.39427,0.011352804
31.9,68.1,723.0,31.817705,68.96318,759.3309
30.5,68.9,705.0,30.183603,71.12621,628.1701
32.5,63.3,651.0,32.486324,60.16852,622.0251
30.7,71.3,487.0,30.183521,72.73616,475.2917
29.0,75.0,0.0,29.0705,75.550316,5.265167
26.0,82.5,0.0,25.971874,83.85539,3.4212377
26.1,86.3,0.0,26.165722,85.529305,0.0
32.3,59.4,218.0,32.138832,63.007416,307.638
31.7,64.6,265.0,32.178577,63.623035,344.9046
26.3,80.7,7.0,26.563969,79.600914,17.99725
30.5,73.0,654.0,29.385523,76.47799,482.03738
25.8,84.4,0.0,25.988909,83.67168,0.0
25.8,88.1,0.0,25.873508,87.95284,1.1219997
25.7,84.4,0.0,25.529196,84.81031,1.1992394
29.3,72.6,311.0,29.918552,70.52024,409.87723
27.7,78.4,0.0,27.526777,79.078445,0.0
24.4,90.8,0.0,24.133343,91.37681,0.0
30.4,70.6,770.0,30.625418,70.17307,747.0275
27.8,75.9,0.0,27.3247,79.03022,0.03985415
27.7,75.7,0.0,27.98941,76.70088,1.1201785
26.5,82.7,0.0,26.93081,81.95211,5.2130485
28.7,76.3,0.0,28.668823,77.08124,5.98707
31.0,66.6,633.0,30.308031,67.5633,584.26953
26.7,80.1,0.0,26.68854,78.9511,0.0
24.1,85.9,0.0,23.871069,86.22481,0.0
28.9,74.7,119.0,29.048967,74.47019,129.03987
28.2,79.0,0.0,28.1286,80.000565,0.01815186
26.9,82.3,0.0,26.963621,81.57974,0.0
27.3,78.9,0.0,27.316492,78.602875,1.0267547
25.5,84.6,0.0,25.5274,85.34511,0.0
30.4,70.6,790.0,30.316536,69.82403,788.7242
29.9,71.6,394.0,29.66626,73.15829,371.1823
26.7,77.2,0.0,26.78577,77.66602,0.0
29.5,73.8,246.0,29.01921,76.28363,389.34
32.9,57.8,448.0,32.82025,55.659966,570.82135
29.0,74.3,110.0,29.057928,74.592384,115.1695
30.4,71.9,205.0,29.969986,73.44364,140.46576
28.2,71.0,818.0,28.056293,70.10389,805.6104
28.3,76.1,0.0,28.109207,78.01773,0.0
31.8,65.9,668.0,31.49001,65.325,651.828
28.3,76.0,35.0,28.407671,75.76241,44.0229
27.2,75.6,105.0,27.21708,74.73968,171.86273
28.9,74.6,116.0,28.97648,74.48984,118.02579
28.0,73.1,601.0,27.97578,73.75376,568.85474
25.2,88.4,0.0,25.043873,88.318855,0.0
29.4,76.8,40.0,29.492336,76.50646,35.64389
25.1,86.6,0.0,24.994743,87.35573,0.0
27.2,80.5,0.0,27.145407,81.468796,0.0
25.4,86.2,0.0,25.218946,86.87621,0.0
27.2,78.8,103.0,27.378199,78.24668,211.8793
32.0,68.1,710.0,32.353535,65.793594,666.3084
25.9,87.6,0.0,25.91128,86.95322,1.8494599
30.9,62.4,153.0,30.740528,63.085125,181.60501
23.8,88.1,0.0,23.862715,88.192215,13.816377
25.8,85.4,0.0,25.7741,85.979225,0.0
26.3,83.9,0.0,26.546783,82.95423,0.0
23.8,87.8,0.0,23.882368,87.925766,0.0
25.8,86.8,0.0,25.92673,85.54,0.0
26.8,84.1,47.0,26.677185,84.59507,52.791748
26.5,77.8,10.0,26.664986,77.26438,41.09723
27.1,80.8,0.0,27.076391,80.3889,1.9326884
31.2,67.3,680.0,31.038866,67.932014,694.05945
29.0,79.4,1.0,29.109919,78.98335,19.240307
29.4,75.9,390.0,29.411734,75.23113,379.24734
28.3,77.4,0.0,28.293135,77.62797,0.20363954
27.0,84.0,413.0,26.801617,83.98363,400.93695
30.7,72.2,826.0,30.798742,69.77238,809.09235
29.3,73.7,645.0,28.93916,74.498726,620.91595
26.1,84.8,0.0,26.032215,85.0677,0.0
28.4,68.8,818.0,28.347963,68.6068,813.7833
31.3,66.2,772.0,31.609413,65.367355,763.51154
24.8,88.6,0.0,24.708937,88.07594,0.0
26.1,82.5,0.0,26.219788,83.18282,0.86508405
26.9,86.1,251.0,26.956991,86.52432,222.68477
26.9,76.1,299.0,27.199608,76.02373,244.531
26.4,75.1,0.0,26.541883,75.57063,5.71564
25.8,88.1,0.0,25.849596,87.25648,0.78651685
27.0,81.9,0.0,26.818386,82.59659,0.0
30.3,72.6,816.0,30.655548,70.64463,802.289
26.5,79.8,415.0,26.516422,79.42729,423.63135
27.1,78.4,0.0,27.000479,79.98495,0.03985415
30.5,69.7,779.0,30.343668,69.64547,781.12317
31.6,64.9,253.0,32.13915,64.10501,332.66574
30.1,72.8,262.0,30.313477,71.99384,317.9153
32.6,61.1,584.0,32.247707,61.246704,529.592
29.3,72.9,355.0,29.555101,73.04968,380.0138
31.0,70.9,707.0,31.260769,70.35169,664.9826
25.5,84.6,0.0,25.446953,85.093765,1.1992394
30.9,73.7,323.0,31.074272,73.02667,330.76352
27.2,80.0,0.0,27.210415,80.263,0.0
31.1,68.7,302.0,31.744495,65.93113,361.74377
32.5,61.7,695.0,32.752254,60.492134,673.9529
30.1,73.3,450.0,30.24858,71.798676,480.02728
28.8,78.8,0.0,28.738798,77.95905,5.795086
32.3,65.1,348.0,32.281757,65.01616,560.70807
27.6,79.4,0.0,27.459852,79.5676,0.0
28.0,78.6,0.0,27.973751,77.81305,0.0
26.8,81.8,1.0,26.930168,80.624886,29.1271
31.4,62.5,592.0,31.373343,63.042004,566.7873
29.9,72.4,763.0,30.530333,70.35996,770.5917
25.7,88.3,0.0,25.873508,87.905014,1.1219997
31.4,64.1,656.0,31.382431,65.325,637.82587
31.8,65.7,589.0,31.919699,66.296776,566.7739
29.9,73.1,406.0,29.651043,72.91647,355.02295
33.5,64.2,770.0,32.683765,64.45371,757.79114
26.7,83.3,0.0,26.979158,80.40181,0.0
26.3,83.4,0.0,26.17344,82.91359,0.0
27.3,82.7,0.0,27.27792,81.69098,0.011352804
29.5,78.7,103.0,29.604973,77.851715,60.700985
34.7,59.8,765.0,34.150482,59.745113,755.05005
26.4,87.6,107.0,26.590555,86.84007,176.47194
26.8,79.6,0.0,27.000479,79.98495,0.03985415
27.0,78.6,172.0,27.245565,78.455956,194.24458
26.8,77.3,0.0,26.721704,78.64176,0.0
25.0,88.9,0.0,24.909803,88.502396,0.0
27.0,78.9,464.0,27.04934,78.87608,470.68423
25.9,87.2,0.0,26.034674,87.026146,0.0
31.6,67.8,788.0,31.352062,68.64693,765.5474
32.9,58.2,702.0,33.18499,59.14713,671.5183
28.0,79.7,0.0,28.059711,78.98993,0.0
30.6,74.9,207.0,30.046677,76.7814,110.84393
23.6,88.5,0.0,23.519972,88.280914,10.934081
25.9,83.7,52.0,25.866064,83.885155,48.75701
23.5,87.8,0.0,23.463512,88.13306,0.0
31.7,66.4,443.0,31.869965,66.39345,497.5574
27.8,80.3,492.0,27.55166,81.60408,464.27533
30.6,72.8,587.0,30.669167,71.83668,596.1933
26.5,74.4,0.0,26.503979,75.72855,5.71564
31.8,69.1,784.0,32.005867,69.168884,781.90094
33.1,57.5,744.0,32.809193,57.03532,742.42535
31.5,68.6,786.0,31.435898,68.347595,810.55896
34.1,47.8,751.0,33.90233,50.003475,725.85046
31.6,66.2,425.0,31.76952,66.45268,371.5627
29.4,66.1,691.0,29.71421,65.56321,687.1349
29.4,76.2,385.0,29.336605,75.23113,379.24734
33.4,60.1,624.0,32.814816,59.573067,594.3315
23.9,91.6,19.0,23.999998,91.51116,22.870989
31.4,65.7,774.0,31.620522,64.93919,773.46375
28.1,73.0,292.0,27.501917,75.51658,233.57286
26.9,86.8,200.0,26.956991,86.52432,222.68477
25.7,88.5,0.0,25.72449,88.2088,3.6226904
30.3,69.1,744.0,30.329853,70.54886,746.53204
29.7,76.1,536.0,28.873064,78.414925,397.87323
33.2,65.1,362.0,32.627705,64.103485,598.67523
28.6,76.6,0.0,28.340197,76.969154,2.4376054
29.2,72.5,0.0,28.913692,74.30469,1.0563028
31.8,71.1,779.0,31.661678,69.77984,756.1512
27.2,80.7,0.0,27.099588,81.64299,0.0
28.6,75.8,0.0,28.516233,75.90732,4.688165
28.6,78.1,96.0,29.058067,76.91799,173.76439
25.2,85.1,21.0,25.554985,84.8587,32.005817
26.9,77.3,0.0,26.710735,78.59687,0.023707706
27.5,77.3,0.0,27.848034,76.84708,0.06022152
28.7,75.3,0.0,28.790636,74.52153,1.0563028
26.3,82.9,0.0,26.262257,83.25833,0.86508405
24.4,90.9,0.0,24.191036,91.37681,0.0
35.0,57.9,790.0,34.749447,56.15087,763.38806
30.5,71.7,424.0,29.971062,72.76778,299.39584
27.6,77.9,234.0,27.245565,78.455956,197.45583
31.2,67.0,626.0,30.856518,66.934746,597.397
24.3,88.9,0.0,24.34039,88.96516,0.0
25.5,84.3,0.0,25.538258,84.8587,0.79666775
23.9,91.5,17.0,24.040094,91.51116,22.870989
26.4,82.4,0.0,26.3319,83.0355,0.8959299
26.0,83.5,0.0,25.801981,84.33144,0.0
29.0,76.6,0.0,29.023357,75.550316,0.2887616
29.9,72.9,281.0,30.381536,71.828285,343.25275
26.7,80.5,272.0,26.416683,82.08024,194.47412
26.7,80.6,0.0,26.671118,78.9511,0.0
29.7,74.0,38.0,29.380028,74.402115,50.247066
30.5,75.1,202.0,30.135305,76.34196,119.13575
25.7,84.8,0.0,25.640676,84.47107,0.0
27.6,81.7,0.0,27.43446,81.378944,0.0
23.5,87.9,0.0,23.415522,88.3356,0.0
26.4,85.2,0.0,26.668276,83.63346,0.0
32.2,66.7,747.0,33.0077,64.77862,743.2388
32.0,59.9,383.0,31.243656,63.639164,367.16116
25.7,88.5,300.0,24.925789,89.975136,197.812
27.5,78.9,0.0,27.520618,78.268814,3.71882
28.7,74.5,0.0,28.588488,76.38318,2.033856
26.7,76.6,0.0,26.710735,78.57948,0.0
24.4,88.7,0.0,24.620552,88.477745,0.0
28.5,78.6,121.0,28.40661,78.2873,125.583664
30.8,66.4,621.0,30.308031,67.5633,584.26953
28.9,77.9,0.0,28.716442,77.27328,8.746414
31.0,69.4,719.0,30.81691,69.70088,706.9983
27.7,77.2,0.0,27.839869,77.605125,1.7754972
27.6,79.5,0.0,27.843771,79.16756,0.0
29.6,73.8,40.0,29.391998,74.27198,42.063686
28.4,77.9,0.0,28.256538,78.45008,0.20363954
25.3,86.2,0.0,25.113102,87.101135,0.0
31.5,66.4,552.0,31.903418,65.83289,543.7434
27.2,80.5,0.0,27.145407,81.468796,0.0
29.5,72.2,629.0,29.847878,71.92756,666.7043
26.0,86.6,0.0,26.097172,85.25998,4.49942
28.1,69.8,823.0,28.056293,70.10389,805.6104
31.6,62.4,591.0,31.501286,63.771114,553.8834
28.7,76.7,0.0,28.824368,76.15738,12.534086
30.4,69.6,70.0,30.73337,69.23168,99.70461
27.0,81.6,0.0,27.053598,80.467545,0.03985415
26.6,83.4,0.0,26.595175,83.21642,0.0
25.2,87.0,0.0,24.987047,87.76159,0.0
31.2,70.2,763.0,30.081022,72.656876,708.48254
27.4,82.5,0.0,27.374714,81.4172,0.011352804
26.4,83.2,0.0,26.165257,83.45178,0.0
28.6,75.0,0.0,28.446447,76.671074,0.20363954
29.2,75.8,596.0,29.01921,76.28363,449.9502
31.7,70.7,746.0,31.706463,69.81484,756.1512
26.8,79.2,0.0,26.702509,78.796364,0.0
31.2,71.0,139.0,31.253696,71.03654,158.46907
28.2,75.9,19.0,28.43973,76.00582,42.272316
26.8,83.6,0.0,26.683634,83.42761,0.0
26.5,84.1,0.0,26.572779,83.776436,0.0
27.6,80.5,0.0,27.29129,81.15698,5.2130485
31.5,66.1,563.0,31.903418,65.83289,561.75305
29.9,72.0,348.0,30.506317,72.17583,316.51895
31.3,67.2,779.0,31.22595,68.02642,757.96136
32.4,59.4,652.0,32.334335,60.063824,627.207
32.0,66.3,791.0,31.781038,66.80669,759.9088
27.0,81.2,0.0,27.269857,81.007355,0.0
27.0,78.9,0.0,26.950123,80.01831,0.0
31.1,68.7,788.0,30.29425,70.903496,762.8265
28.3,77.0,0.0,28.358133,76.390495,2.8582644
27.8,73.6,594.0,27.814045,73.75376,564.06793
31.8,66.6,781.0,31.21013,68.38512,762.00964
34.4,60.1,760.0,34.37436,59.69219,756.829
27.7,79.7,160.0,27.904934,77.736015,179.61057
26.3,79.7,3.0,26.550077,79.525566,20.464584
27.8,75.8,383.0,28.12364,74.994675,409.6554
30.9,70.8,270.0,30.645168,70.61005,404.79462
26.7,80.2,0.0,26.68854,78.9511,0.0
30.5,71.5,218.0,29.871754,73.46257,160.83052
28.6,78.4,0.0,28.81067,77.65712,1.0984402
32.5,57.2,728.0,32.58847,57.4363,697.25464
27.7,77.5,0.0,27.575577,78.5283,1.8526661
29.3,78.8,38.0,29.387943,78.88341,47.253204
24.4,90.9,0.0,24.133343,91.37681,0.0
32.6,60.8,545.0,32.321217,61.119293,526.9476
31.7,67.2,763.0,31.609413,65.226265,771.38007
27.2,79.8,0.0,26.948318,81.113434,0.2471455
27.3,78.0,501.0,27.064003,78.95414,470.63412
25.6,82.0,348.0,26.339874,80.74205,405.1781
27.3,80.9,0.0,27.398588,80.99595,0.24467325
25.5,84.8,0.0,25.404743,85.33766,0.0
29.9,70.6,96.0,29.963646,71.60326,221.73956
23.5,88.4,0.0,23.499088,88.63275,12.370784
23.0,89.1,0.0,23.033022,88.91201,0.0
30.6,69.2,800.0,30.590973,71.57094,796.06714
30.3,73.7,163.0,29.871754,73.44385,125.80315
28.4,78.0,91.0,28.063723,79.10637,83.332855
26.0,81.2,365.0,26.339874,80.74205,405.1781
27.8,69.6,702.0,28.142841,68.78335,731.4198
27.6,79.0,0.0,27.612179,79.50907,0.01815186
32.5,61.9,812.0,33.26538,59.09463,789.6061
23.5,87.9,0.0,23.415522,88.3356,0.0
31.0,63.5,784.0,31.534855,63.264835,757.5548
24.3,90.6,0.0,24.239273,90.25727,0.0
23.5,88.4,0.0,23.48507,88.37729,12.370784
24.3,92.2,68.0,24.341068,92.21236,103.842125
31.8,60.5,533.0,32.187275,61.08709,527.7187
27.9,72.3,682.0,28.136326,72.06776,680.90784
28.2,78.2,0.0,28.195244,78.59648,0.01815186
27.7,81.3,0.0,27.756454,80.46703,0.0
33.6,55.8,728.0,33.65122,58.208244,759.02325
29.5,73.6,35.0,29.44506,74.291336,41.847305
29.4,73.0,311.0,29.543484,73.01174,387.56747
24.0,89.6,0.0,24.294304,89.42298,1.8517334
30.6,75.0,197.0,29.949898,76.86645,132.709
31.8,66.4,364.0,32.360306,65.10103,565.193
32.4,61.5,814.0,32.964336,58.99967,772.93945
26.4,82.8,0.0,26.621885,81.86926,0.0
30.9,62.4,153.0,30.976706,63.33345,161.39375
30.5,71.7,207.0,29.906818,73.44364,130.0023
28.1,79.4,0.0,27.970554,79.98837,0.01815186
25.5,85.1,0.0,25.640676,84.47107,0.0
28.6,76.5,0.0,28.354502,76.79521,2.4376054
32.3,66.0,464.0,32.360306,64.76588,567.427
26.9,84.1,399.0,26.685656,84.70322,400.93695
29.6,73.3,226.0,29.20542,75.41368,317.60736
28.1,81.9,0.0,28.164404,80.55409,0.20363954
26.4,79.4,5.0,26.457497,79.01643,23.574512
24.1,90.5,22.0,24.248386,90.19794,45.028267
27.6,79.8,0.0,27.525927,79.83306,0.36126712
26.1,87.4,24.0,26.11556,87.001465,47.693203
28.1,78.9,0.0,28.067379,78.44107,0.01815186
28.9,75.2,47.0,29.355442,73.87963,73.77515
29.5,78.8,70.0,29.502998,78.618675,53.613388
26.9,83.5,0.0,26.587523,83.02703,0.0
26.8,82.4,42.0,26.94763,80.624886,30.514517
26.8,80.1,0.0,26.736095,79.62231,0.0
30.2,70.0,777.0,30.345484,69.42592,786.84155
28.7,80.0,0.0,28.809248,78.66429,7.079545
26.2,82.4,0.0,26.19448,83.13084,3.1947162
32.1,69.0,274.0,31.768452,70.03201,189.91405
28.5,76.8,0.0,28.35474,77.2559,0.20363954
23.5,87.9,0.0,23.449493,88.26864,0.0
30.0,70.6,38.0,30.340261,68.759346,34.542908
32.5,67.3,351.0,32.18687,67.8992,347.9535
28.4,79.3,79.0,29.454292,75.45846,142.424
28.3,78.0,110.0,28.380539,78.3775,90.49023
28.5,76.7,5.0,28.250399,76.92747,36.29116
27.2,70.3,700.0,27.180614,70.484344,680.20245
25.9,86.7,0.0,25.92673,85.54,0.0
30.5,69.6,828.0,30.43619,70.65363,802.289
27.3,79.1,0.0,27.316492,78.69613,4.364741
32.0,65.5,761.0,31.71096,64.91496,763.47107
30.7,59.6,538.0,31.252018,59.417458,583.0261
28.2,81.7,79.0,28.274714,80.33291,127.36219
31.6,61.5,665.0,32.031723,61.303806,665.8204
29.2,79.1,17.0,29.090601,79.280365,20.838812
31.3,67.3,314.0,31.72349,66.13714,354.67087
28.0,79.7,0.0,28.073553,78.98993,0.0
28.4,79.3,51.0,28.670538,77.80187,110.053055
30.6,72.0,575.0,30.669167,71.83668,590.362
32.8,60.2,614.0,32.321217,61.396584,531.1254
28.2,78.3,0.0,28.195244,78.59648,0.01815186
28.8,79.1,0.0,28.738798,78.083015,5.795086
30.3,67.0,585.0,30.165892,67.94559,581.9134
24.3,83.0,0.0,24.315899,83.24197,0.0
24.4,90.9,0.0,24.133343,91.37681,0.0
26.0,83.6,0.0,25.922525,83.67034,0.0
27.9,79.0,12.0,27.650528,79.818474,17.64665
29.3,76.9,358.0,29.53095,75.496284,379.6373
33.0,65.5,849.0,32.95338,64.78893,769.59045
26.7,80.1,135.0,26.187561,82.26878,72.10017
28.9,77.8,15.0,29.201344,76.606804,31.77688
24.1,89.9,0.0,24.316324,89.507225,1.8517334
23.5,87.8,0.0,23.463512,88.13306,0.0
26.4,83.1,0.0,26.872568,82.32645,1.6121298
29.9,73.9,561.0,29.705643,75.31524,477.33524
30.7,70.6,804.0,30.535763,70.22862,777.69183
34.0,48.2,751.0,33.894592,51.18947,722.2346
28.6,77.5,0.0,28.547394,76.41335,1.0475308
25.0,87.2,0.0,24.987047,87.36558,0.0
28.6,75.3,43.0,28.440775,75.85621,41.380917
28.4,78.1,0.0,28.235796,78.513855,0.20363954
26.0,82.9,0.0,26.187696,83.13084,3.1947162
29.2,65.5,457.0,29.325216,65.28845,445.06613
26.6,80.8,0.0,26.722996,80.866455,0.0
26.3,86.0,0.0,26.424719,84.30931,1.8809334
30.6,72.4,508.0,30.114183,73.60659,409.5849
33.1,54.2,753.0,33.057354,54.905945,766.0572
31.6,71.6,476.0,31.836214,72.1805,548.5814
25.7,85.9,0.0,25.7741,85.95947,0.0
28.4,72.4,0.0,28.201332,74.93062,6.213541
28.1,82.0,80.0,28.870377,78.35779,155.29207
24.3,90.6,0.0,24.239273,90.25727,0.0
24.0,91.7,24.0,23.98641,91.58922,22.870989
26.7,77.1,0.0,26.556158,76.22415,1.4549265
25.1,88.8,0.0,24.909803,88.43645,0.0
27.1,80.5,0.0,27.051344,81.59978,1.9326884
26.4,83.7,0.0,26.487843,83.40188,0.0
28.9,78.0,5.0,29.065306,76.98416,34.348488
28.7,76.4,0.0,28.444384,76.31955,1.2635964
27.6,77.2,513.0,26.949778,79.25441,457.40817
27.1,81.7,0.0,27.044062,80.67736,0.03985415
31.7,65.2,455.0,31.667738,66.44124,355.036
32.6,66.2,336.0,32.34737,65.34029,561.5814
26.4,85.2,0.0,26.668276,83.63346,0.0
29.5,74.8,70.0,29.713408,73.45775,76.12231
26.8,74.9,0.0,26.541883,75.746925,5.71564
27.1,83.4,79.0,26.677185,84.65977,52.791748
26.8,79.5,0.0,27.000479,79.98495,0.03985415
28.6,79.5,0.0,28.467667,78.12136,1.2635964
28.1,77.1,0.0,28.425682,75.59555,5.4195447
30.7,68.4,82.0,30.882864,68.37774,111.85827
27.6,79.2,0.0,27.546503,79.685074,3.1274047
32.8,57.6,679.0,33.06279,59.30581,671.1939
29.2,76.2,348.0,29.71854,75.30177,376.2049
25.1,86.8,0.0,25.134584,87.45354,0.0
26.3,82.5,0.0,26.3284,82.67409,1.2169201
27.5,73.7,0.0,27.291073,75.66006,0.0
33.9,50.2,712.0,33.60819,53.003227,707.7501
24.5,89.4,0.0,24.576458,89.250755,0.0
27.3,78.9,0.0,27.316492,79.08356,2.3506935
28.0,73.0,636.0,27.956955,73.87831,563.2791
29.0,76.5,0.0,29.017132,75.550316,0.2887616
26.5,79.8,0.0,26.666746,79.11008,0.0
26.7,82.6,0.0,26.511726,84.355576,0.0
29.2,70.2,483.0,30.151567,67.84675,584.26953
27.2,78.8,485.0,27.056879,78.87608,472.65527
29.6,72.9,480.0,29.522144,73.20469,422.88547
27.5,79.3,0.0,27.570248,79.6976,0.0
24.8,89.3,0.0,24.689053,89.18379,0.0
32.4,66.7,747.0,32.6832,64.59064,753.4589
28.8,75.5,0.0,28.782747,74.7486,1.0563028
23.8,86.8,0.0,23.86948,86.22775,0.0
28.8,75.8,0.0,28.97996,75.16952,2.4587328
28.3,76.8,0.0,28.327707,76.49699,0.0
25.1,92.2,402.0,25.681314,90.6523,431.7479
27.8,77.1,149.0,27.468302,76.82548,158.20096
28.0,76.2,0.0,28.072887,77.05368,11.283451
24.3,90.0,0.0,24.236248,89.85583,0.10011119
29.7,71.9,425.0,29.57085,72.73842,394.59885
26.7,82.0,0.0,27.044062,80.47404,0.03985415
